title,image-link,price,rating,reviews,availability
"Dell Inspiron 3020S Desktop - Intel Core i5-13400, 16GB DDR4 RAM, 512GB SSD + 1TB HDD, Intel UHD 730 Graphics, Windows 11 Home, Services Included - Mist Blue",https://m.media-amazon.com/images/I/61vTO5d+fuL._AC_SY300_SX300_.jpg,$629.00,4.4 out of 5 stars,232 ratings,Only 3 left in stock - order soon.
"Dell Inspiron 13 5310, 13.3 inch QHD Non-Touch Laptop - Intel Core i7-11390H, 16GB LPDDR4x RAM, 512GB SSD, NVIDIA GeForce MX450 with 2GB GDDR6, Windows 11 Home - Platinum Silver (Latest Model)",https://m.media-amazon.com/images/I/81rTYNStzzL.__AC_SX300_SY300_QL70_ML2_.jpg,,4.1 out of 5 stars,108 ratings,Not Available
"Dell Latitude E5570 Laptop, 15.6 Inch HD Display (Intel Core 6th Generation i7-6600U, 16 GB DDR4, 256 GB SSD) Windows 10 Pro (Renewed)",https://m.media-amazon.com/images/I/61cBaIy6XAL.__AC_SY300_SX300_QL70_ML2_.jpg,,4.0 out of 5 stars,52 ratings,Not Available
"Dell USB DVD Drive-DW316 , Black",https://m.media-amazon.com/images/I/71ld6rxnk9L.__AC_SX300_SY300_QL70_ML2_.jpg,$35.39,4.6 out of 5 stars,"14,257 ratings",In Stock
"Dell Inspiron 27 7720 All in One Desktop - 27-inch FHD Display, Intel Core i5-1335U, 16GB DDR4 RAM, 512GB SSD, Intel Iris XE Graphics, Windows 11 Home, Services Included - White",https://m.media-amazon.com/images/I/71Wt9FmGdiL.__AC_SX300_SY300_QL70_ML2_.jpg,$849.88,4.2 out of 5 stars,195 ratings,Only 3 left in stock - order soon.
"Dell XPS 13 9310 Touchscreen 13.4 inch FHD Thin and Light Laptop - Intel Core i7-1185G7, 16GB LPDDR4x RAM, 512GB SSD, Intel Iris Xe Graphics, 2Yr OnSite, 6 months Dell Migrate, Windows 10 Pro - Silver",https://m.media-amazon.com/images/I/91MXLpouhoL.__AC_SX300_SY300_QL70_ML2_.jpg,,4.1 out of 5 stars,127 ratings,Only 3 left in stock - order soon.
"Dell SE2422HX Monitor - 24 inch FHD (1920 x 1080) 16:9 Ratio with Comfortview (TUV-Certified), 75Hz Refresh Rate, 16.7 Million Colors, Anti-Glare Screen with 3H Hardness - Black",https://m.media-amazon.com/images/I/61O589rO+1L._AC_SY300_SX300_.jpg,$121.97,4.6 out of 5 stars,"3,413 ratings",In Stock
"2021 Newest Dell Inspiron 15 3000 3501 Laptop, 15.6"" Full HD 1080P Screen, 11th Gen Intel Core i5-1135G7 Quad-Core Processor, 16GB RAM, 256GB SSD + 1TB HDD, Webcam, HDMI, Wi-Fi, Windows 10 Home, Black",https://m.media-amazon.com/images/I/61mFsTOtVVL.__AC_SY300_SX300_QL70_ML2_.jpg,$519.00,4.2 out of 5 stars,321 ratings,Only 5 left in stock - order soon.
"Dell Insprion 15 PC, 15.6” FHD Laptop Computer, 12th Intel Core i3 Processor(6 cores), 16GB DDR4 RAM, 1TB SSD, Windows 11 Home, Intel UHD Graphics, WiFi 6, USB-C, Webcam, Carbon Black",https://m.media-amazon.com/images/I/614+ENq1EqL._AC_SX300_SY300_.jpg,$529.00,Previous page of related Sponsored Products,,Only 7 left in stock - order soon.
"Dell S2721H 27-inch Full HD 1920 x 1080p, 75Hz IPS LED LCD Thin Bezel Adjustable Gaming Monitor, 4ms Grey-to-Grey Response Time, Built-in Dual Speakers, HDMI ports, AMD FreeSync, Platinum Silver",https://m.media-amazon.com/images/I/81hBXBZ7eML.__AC_SX300_SY300_QL70_ML2_.jpg,$116.86,4.6 out of 5 stars,"1,419 ratings",Only 1 left in stock - order soon.
