title,price,rating,reviews,availability
"ASUS VivoBook L203MA Ultra-Thin Laptop, Intel Celeron N4000 Processor, 4GB LPDDR4, 64GB eMMC, 11.6” HD, USB-C, Windows 10 in S Mode (Switchable to Pro), L203MA-DS04, One Year of Microsoft Office 365",$205.95,4.2 out of 5 stars,"6,493 ratings",Only 8 left in stock - order soon.
"ASUS Newest 14"" Rugged & Spill Resistant Chromebook, Education Edition, Military STD 810G, Intel N3350, 4GB RAM, 160G Space(32G eMMC+128G Card), WiFi, Bluetooth, Webcam, DarkBlue, Chrome OS, JVQ MP",$319.99,3.8 out of 5 stars,19 ratings,Only 4 left in stock - order soon.
"ASUS Chromebook C424 14"" Full HD Notebook Computer, Intel Celeron N4020 1.1GHz, 4GB RAM, 64GB eMMC, Chrome OS, Silver",$184.00,5.0 out of 5 stars,3 ratings,Only 7 left in stock - order soon.
"ASUS ProArt Display 27"" Monitor - WQHD (2560 x 1440), IPS, 100% sRGB, 100% Rec. 709, ΔE < 2, Calman Verified, USB Hub, USB-C, Daisy-chaining, HDMI, Compatible With Laptop & Mac Monitor - PA278CV",,4.4 out of 5 stars,"1,311 ratings",In Stock
"ASUS L510 MA-DB02 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 10 Home in S Mode, Star Black",$208.00,4.1 out of 5 stars,119 ratings,Only 16 left in stock - order soon.
"ASUS ZenScreen 15.6” 1080P Portable USB Monitor (MB166C) - Full HD, IPS, USB Type-C, , Tripod Mountable, Anti-Glare Surface, Protective Sleeve, 3-Year Warranty",$138.40,4.0 out of 5 stars,"2,620 ratings",Only 8 left in stock - order soon.
"ASUS ZenScreen 15.6” 1080P Portable USB Monitor (MB16AC) - Full HD (1920 x 1080), IPS, USB Type-C, Eye Care, Smart Case, External Screen for Laptop, 3-Year Warranty,Black",,4.5 out of 5 stars,"2,697 ratings",In Stock
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i5-1135G7 Processor, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 10 Home, Gaia Green, S533EA-DH51-GN",,4.4 out of 5 stars,275 ratings,Only 19 left in stock - order soon.
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i5-1135G7, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 10 Home, AI noise-cancellation, Dreamy White, S533EA-DH51-WH",,4.4 out of 5 stars,275 ratings,In Stock
"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6” FHD Display, Intel Core i5-1135G7 Processor, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 10 Home, Resolute Red, S533EA-DH51-RD",$549.00,4.4 out of 5 stars,275 ratings,In Stock
